"","country","region","category","sex","year","homicide_rate"
"1756","Hungary","Europe","Intimate partner or family member","Female",2021,0.197804293223502
"1757","Iceland","Europe","Intimate partner or family member","Female",2021,0
"1758","Italy","Europe","Intimate partner or family member","Female",2021,0.108670335135691
"1759","Jamaica","Americas","Intimate partner or family member","Female",2021,0.280752388325473
"1760","Jordan","Asia","Intimate partner or family member","Female",2021,0.353941219305146
"1761","Saint Kitts and Nevis","Americas","Intimate partner or family member","Female",2021,0
"1762","Saint Lucia","Americas","Intimate partner or family member","Female",2021,2.20479211566339
"1763","Lithuania","Europe","Intimate partner or family member","Female",2021,0.338086148407648
"1764","Latvia","Europe","Intimate partner or family member","Female",2021,1.5905821630128
"1765","Mexico","Americas","Intimate partner or family member","Female",2021,0.0200465694143847
"1766","North Macedonia","Europe","Intimate partner or family member","Female",2021,0.0948197145357674
"1767","Malta","Europe","Intimate partner or family member","Female",2021,0
"1768","Montenegro","Europe","Intimate partner or family member","Female",2021,0.310585531373021
"1769","Mongolia","Asia","Intimate partner or family member","Female",2021,0.355804144050866
"1770","Nicaragua","Americas","Intimate partner or family member","Female",2021,0.345332684875292
"1771","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Female",2021,0.0454277172901413
"1772","Oman","Asia","Intimate partner or family member","Female",2021,0.113720167646271
"1773","Panama","Americas","Intimate partner or family member","Female",2021,0
"1774","Peru","Americas","Intimate partner or family member","Female",2021,0.158633523775816
"1775","Qatar","Asia","Intimate partner or family member","Female",2021,0.272271650871508
"1776","El Salvador","Americas","Intimate partner or family member","Female",2021,0
"1777","Suriname","Americas","Intimate partner or family member","Female",2021,0.32510017149034
"1778","Slovenia","Europe","Intimate partner or family member","Female",2021,0.189710662782657
"1779","Eswatini","Africa","Intimate partner or family member","Female",2021,0.999266371938602
"1780","Uruguay","Americas","Intimate partner or family member","Female",2021,0.28300263532054
"1781","United States of America","Americas","Intimate partner or family member","Female",2021,0.459422096612829
"1782","Saint Vincent and the Grenadines","Americas","Intimate partner or family member","Female",2021,0
"1783","Argentina","Americas","Intimate partner or family member","Female",2022,0.243693336131745
"1784","Antigua and Barbuda","Americas","Intimate partner or family member","Female",2022,0
"1785","Austria","Europe","Intimate partner or family member","Female",2022,0.683058604224828
"1786","Bahamas","Americas","Intimate partner or family member","Female",2022,0.466926433405785
"1787","Bosnia and Herzegovina","Europe","Intimate partner or family member","Female",2022,0.365472029968706
"1788","Belize","Americas","Intimate partner or family member","Female",2022,0
"1789","Bolivia (Plurinational State of)","Americas","Intimate partner or family member","Female",2022,0.0327990020575634
"1790","Canada","Americas","Intimate partner or family member","Female",2022,0.196443234974464
"1791","Switzerland","Europe","Intimate partner or family member","Female",2022,0.068181244839532
"1792","Chile","Americas","Intimate partner or family member","Female",2022,0
"1793","Colombia","Americas","Intimate partner or family member","Female",2022,0.00380251017005111
"1794","Czechia","Europe","Intimate partner or family member","Female",2022,0.300496909201478
"1795","Germany","Europe","Intimate partner or family member","Female",2022,0.144434964617341
"1796","Dominica","Americas","Intimate partner or family member","Female",2022,0
"1797","Dominican Republic","Americas","Intimate partner or family member","Female",2022,0.393239181744336
"1798","Algeria","Africa","Intimate partner or family member","Female",2022,0.18601707387203
"1799","Ecuador","Americas","Intimate partner or family member","Female",2022,0.1441817453045
"1800","Spain","Europe","Intimate partner or family member","Female",2022,0.0618567733218335
"1801","France","Europe","Intimate partner or family member","Female",2022,0.101809714081043
"1802","United Kingdom (Northern Ireland)","Europe","Intimate partner or family member","Female",2022,0.103029478794473
"1803","Greece","Europe","Intimate partner or family member","Female",2022,0.207446421304069
"1804","Grenada","Americas","Intimate partner or family member","Female",2022,0
"1805","Guyana","Americas","Intimate partner or family member","Female",2022,0.726843669252211
"1806","Honduras","Americas","Intimate partner or family member","Female",2022,0.0774367581256084
"1807","Croatia","Europe","Intimate partner or family member","Female",2022,0.33860304476695
"1808","Hungary","Europe","Intimate partner or family member","Female",2022,0.366656631853584
"1809","Ireland","Europe","Intimate partner or family member","Female",2022,0.157876934140453
"1810","Iceland","Europe","Intimate partner or family member","Female",2022,0
"1811","Italy","Europe","Intimate partner or family member","Female",2022,0.142155346470019
"1812","Jamaica","Americas","Intimate partner or family member","Female",2022,0
"1813","Jordan","Asia","Intimate partner or family member","Female",2022,0.478033136337716
"1814","Saint Kitts and Nevis","Americas","Intimate partner or family member","Female",2022,0
"1815","Saint Lucia","Americas","Intimate partner or family member","Female",2022,1.1000011000011
"1816","Lithuania","Europe","Intimate partner or family member","Female",2022,0.685685055939901
"1817","Latvia","Europe","Intimate partner or family member","Female",2022,1.81409277975956
"1818","Morocco","Africa","Intimate partner or family member","Female",2022,0.123618678836119
"1819","Mexico","Americas","Intimate partner or family member","Female",2022,0.026030034893568
"1820","North Macedonia","Europe","Intimate partner or family member","Female",2022,0.0952314290380626
"1821","Malta","Europe","Intimate partner or family member","Female",2022,0
"1822","Montenegro","Europe","Intimate partner or family member","Female",2022,0.310816250095187
"1823","Mauritius","Africa","Intimate partner or family member","Female",2022,0.45543043869337
"1824","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Female",2022,0.135834583813306
"1825","Oman","Asia","Intimate partner or family member","Female",2022,0.223363360814472
"1826","Panama","Americas","Intimate partner or family member","Female",2022,0
"1827","El Salvador","Americas","Intimate partner or family member","Female",2022,0
"1828","Suriname","Americas","Intimate partner or family member","Female",2022,0.322148861767534
"1829","Slovenia","Europe","Intimate partner or family member","Female",2022,0
"1830","Uruguay","Americas","Intimate partner or family member","Female",2022,0.623433799690153
"1831","United States of America","Americas","Intimate partner or family member","Female",2022,0.53943223096944
"1832","Saint Vincent and the Grenadines","Americas","Intimate partner or family member","Female",2022,0
"1833","Albania","Europe","Intimate partner or family member","Male",2015,0.691667208472647
"1834","Andorra","Europe","Intimate partner or family member","Male",2015,0
"1835","Argentina","Americas","Intimate partner or family member","Male",2015,0.897098964173091
"1836","Armenia","Asia","Intimate partner or family member","Male",2015,0.152307844615537
"1837","Australia","Oceania","Intimate partner or family member","Male",2015,0.270504265598671
"1838","Austria","Europe","Intimate partner or family member","Male",2015,0.0944195897988131
"1839","Bahamas","Americas","Intimate partner or family member","Male",2015,4.76558611414108
"1840","Bosnia and Herzegovina","Europe","Intimate partner or family member","Male",2015,0.173921311042032
"1841","Belarus","Europe","Intimate partner or family member","Male",2015,1.20407807866599
"1842","Bermuda","Americas","Intimate partner or family member","Male",2015,3.25685160155677
"1843","Barbados","Americas","Intimate partner or family member","Male",2015,0.751825997391164
"1844","Canada","Americas","Intimate partner or family member","Male",2015,0.423038281241716
"1845","Switzerland","Europe","Intimate partner or family member","Male",2015,0.341673085239625
"1846","Chile","Americas","Intimate partner or family member","Male",2015,0.327094181017078
"1847","Colombia","Americas","Intimate partner or family member","Male",2015,0.322270516965738
"1848","Cyprus","Asia","Intimate partner or family member","Male",2015,0.672338966413307
"1849","Czechia","Europe","Intimate partner or family member","Male",2015,0.309359637152082
"1850","Germany","Europe","Intimate partner or family member","Male",2015,0.205265804873436
"1851","Dominica","Americas","Intimate partner or family member","Male",2015,0
"1852","Algeria","Africa","Intimate partner or family member","Male",2015,0.282847081157065
"1853","Ecuador","Americas","Intimate partner or family member","Male",2015,0.678993233276891
"1854","Spain","Europe","Intimate partner or family member","Male",2015,0.113978328511319
"1855","Finland","Europe","Intimate partner or family member","Male",2015,0.333745075869526
"1856","France","Europe","Intimate partner or family member","Male",2015,0.226796755989921
"1857","United Kingdom (England and Wales)","Europe","Intimate partner or family member","Male",2015,0.157591458991183
"1858","United Kingdom (Northern Ireland)","Europe","Intimate partner or family member","Male",2015,0
"1859","United Kingdom (Scotland)","Europe","Intimate partner or family member","Male",2015,0.191536463371141
"1860","Greece","Europe","Intimate partner or family member","Male",2015,0.0942431212417021
"1861","Grenada","Americas","Intimate partner or family member","Male",2015,0
"1862","Guyana","Americas","Intimate partner or family member","Male",2015,1.61454815524419
"1863","Honduras","Americas","Intimate partner or family member","Male",2015,0.808632621389056
"1864","Croatia","Europe","Intimate partner or family member","Male",2015,0.340042369279212
"1865","Iceland","Europe","Intimate partner or family member","Male",2015,0.601180116568825
"1866","Italy","Europe","Intimate partner or family member","Male",2015,0.201979978922876
"1867","Jamaica","Americas","Intimate partner or family member","Male",2015,1.22511220586497
"1868","Liechtenstein","Europe","Intimate partner or family member","Male",2015,0
"1869","Lithuania","Europe","Intimate partner or family member","Male",2015,1.23893882703102
"1870","Latvia","Europe","Intimate partner or family member","Male",2015,1.31489485498079
"1871","China, Macao Special Administrative Region","Asia","Intimate partner or family member","Male",2015,0
"1872","Morocco","Africa","Intimate partner or family member","Male",2015,0.636299985519876
"1873","Monaco","Europe","Intimate partner or family member","Male",2015,0
"1874","Republic of Moldova","Europe","Intimate partner or family member","Male",2015,0
"1875","Mexico","Americas","Intimate partner or family member","Male",2015,0.127497295909851
"1876","North Macedonia","Europe","Intimate partner or family member","Male",2015,0.0950364369699343
"1877","Malta","Europe","Intimate partner or family member","Male",2015,0
"1878","Montenegro","Europe","Intimate partner or family member","Male",2015,0.970421551121807
"1879","Mongolia","Asia","Intimate partner or family member","Male",2015,1.28932264417002
"1880","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Male",2015,0.142018355399041
"1881","New Zealand","Oceania","Intimate partner or family member","Male",2015,0.710630409118809
"1882","Oman","Asia","Intimate partner or family member","Male",2015,0
"1883","Peru","Americas","Intimate partner or family member","Male",2015,0.473196537910108
"1884","Paraguay","Americas","Intimate partner or family member","Male",2015,0.643770123851715
"1885","Romania","Europe","Intimate partner or family member","Male",2015,0.487617371835739
"1886","Russian Federation","Europe","Intimate partner or family member","Male",2015,2.3536081446349
"1887","El Salvador","Americas","Intimate partner or family member","Male",2015,0.0672025848802248
"1888","Slovakia","Europe","Intimate partner or family member","Male",2015,0.0756351270707952
"1889","Slovenia","Europe","Intimate partner or family member","Male",2015,0.19375395379162
"1890","Trinidad and Tobago","Americas","Intimate partner or family member","Male",2015,0
"1891","United Republic of Tanzania","Africa","Intimate partner or family member","Male",2015,0.989925114485226
"1892","Uruguay","Americas","Intimate partner or family member","Male",2015,1.27765903660858
"1893","United States of America","Americas","Intimate partner or family member","Male",2015,0.472916660981074
"1894","Albania","Europe","Intimate partner or family member","Male",2016,0.346101238765554
"1895","Australia","Oceania","Intimate partner or family member","Male",2016,0.358105279954216
"1896","Austria","Europe","Intimate partner or family member","Male",2016,0.209669490992366
"1897","Bahamas","Americas","Intimate partner or family member","Male",2016,3.1539025601804
"1898","Bosnia and Herzegovina","Europe","Intimate partner or family member","Male",2016,0.527528488003709
"1899","Belarus","Europe","Intimate partner or family member","Male",2016,0.779834287442016
"1900","Belize","Americas","Intimate partner or family member","Male",2016,1.08226279505189
"1901","Bermuda","Americas","Intimate partner or family member","Male",2016,3.26306858970176
"1902","Canada","Americas","Intimate partner or family member","Male",2016,0.357157346729413
"1903","Switzerland","Europe","Intimate partner or family member","Male",2016,0.0241117298984727
"1904","Chile","Americas","Intimate partner or family member","Male",2016,0.345521896892922
"1905","Colombia","Americas","Intimate partner or family member","Male",2016,0.310400979812583
"1906","Cyprus","Asia","Intimate partner or family member","Male",2016,0
"1907","Czechia","Europe","Intimate partner or family member","Male",2016,0.212491650044024
"1908","Germany","Europe","Intimate partner or family member","Male",2016,0.214339864137598
"1909","Dominica","Americas","Intimate partner or family member","Male",2016,0
"1910","Dominican Republic","Americas","Intimate partner or family member","Male",2016,1.2634021988101
"1911","Algeria","Africa","Intimate partner or family member","Male",2016,0.282151751525103
"1912","Ecuador","Americas","Intimate partner or family member","Male",2016,0.814874401097721
"1913","Spain","Europe","Intimate partner or family member","Male",2016,0.105187478272212
"1914","Finland","Europe","Intimate partner or family member","Male",2016,0.480255407214101
"1915","France","Europe","Intimate partner or family member","Male",2016,0.193868733290131
"1916","United Kingdom (England and Wales)","Europe","Intimate partner or family member","Male",2016,0.180336659411815
"1917","United Kingdom (Northern Ireland)","Europe","Intimate partner or family member","Male",2016,0.109264182217691
"1918","United Kingdom (Scotland)","Europe","Intimate partner or family member","Male",2016,0.152235791928687
"1919","Greece","Europe","Intimate partner or family member","Male",2016,0.113765297640356
"1920","Grenada","Americas","Intimate partner or family member","Male",2016,1.65954445504709
"1921","Guyana","Americas","Intimate partner or family member","Male",2016,3.49078566844518
"1922","Honduras","Americas","Intimate partner or family member","Male",2016,0.91999494002783
"1923","Croatia","Europe","Intimate partner or family member","Male",2016,0.195514315069364
"1924","Hungary","Europe","Intimate partner or family member","Male",2016,0.341715398486073
"1925","Iceland","Europe","Intimate partner or family member","Male",2016,0
"1926","Italy","Europe","Intimate partner or family member","Male",2016,0.150754738178593
"1927","Jamaica","Americas","Intimate partner or family member","Male",2016,1.29326231886245
"1928","Saint Kitts and Nevis","Americas","Intimate partner or family member","Male",2016,0
"1929","Liechtenstein","Europe","Intimate partner or family member","Male",2016,0
"1930","Lithuania","Europe","Intimate partner or family member","Male",2016,0.881553709027036
"1931","Latvia","Europe","Intimate partner or family member","Male",2016,1.32479576065357
"1932","Morocco","Africa","Intimate partner or family member","Male",2016,0.288705877038355
"1933","Republic of Moldova","Europe","Intimate partner or family member","Male",2016,0.13038982646418
"1934","Mexico","Americas","Intimate partner or family member","Male",2016,0.139520117027457
"1935","North Macedonia","Europe","Intimate partner or family member","Male",2016,0.379817630564684
"1936","Malta","Europe","Intimate partner or family member","Male",2016,0
"1937","Montenegro","Europe","Intimate partner or family member","Male",2016,0.971383055193985
"1938","Mongolia","Asia","Intimate partner or family member","Male",2016,1.19551045972026
"1939","Nicaragua","Americas","Intimate partner or family member","Male",2016,0.539948056996917
"1940","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Male",2016,0.094176113806183
"1941","New Zealand","Oceania","Intimate partner or family member","Male",2016,0.305352302399982
"1942","Oman","Asia","Intimate partner or family member","Male",2016,0.0348877451910732
"1943","Peru","Americas","Intimate partner or family member","Male",2016,0.512052981797942
"1944","Philippines","Asia","Intimate partner or family member","Male",2016,0.355585283405046
"1945","Paraguay","Americas","Intimate partner or family member","Male",2016,0.571337882875734
"1946","Romania","Europe","Intimate partner or family member","Male",2016,0.239884688473228
"1947","Russian Federation","Europe","Intimate partner or family member","Male",2016,2.23707591777079
"1948","El Salvador","Americas","Intimate partner or family member","Male",2016,0.234592626552668
"1949","Suriname","Americas","Intimate partner or family member","Male",2016,3.7832214130332
"1950","Slovakia","Europe","Intimate partner or family member","Male",2016,0.264261035540844
"1951","Slovenia","Europe","Intimate partner or family member","Male",2016,0.192444438884938
"1952","Uruguay","Americas","Intimate partner or family member","Male",2016,1.15171198956428
"1953","Albania","Europe","Intimate partner or family member","Male",2017,0.207874997834635
"1954","Argentina","Americas","Intimate partner or family member","Male",2017,0.788790046056625
"1955","Antigua and Barbuda","Americas","Intimate partner or family member","Male",2017,2.30093993396302
"1956","Australia","Oceania","Intimate partner or family member","Male",2017,0.270519365210734
"1957","Austria","Europe","Intimate partner or family member","Male",2017,0.231187894262055
"1958","Azerbaijan","Asia","Intimate partner or family member","Male",2017,0.382618719036832
"1959","Bahamas","Americas","Intimate partner or family member","Male",2017,2.08887101743685
"1960","Bosnia and Herzegovina","Europe","Intimate partner or family member","Male",2017,0.296204494843968
"1961","Belarus","Europe","Intimate partner or family member","Male",2017,0.735402920574702
"1962","Belize","Americas","Intimate partner or family member","Male",2017,0.530257837873666
"1963","Barbados","Americas","Intimate partner or family member","Male",2017,0
"1964","Bhutan","Asia","Intimate partner or family member","Male",2017,0
"1965","Canada","Americas","Intimate partner or family member","Male",2017,0.380315257096145
"1966","Switzerland","Europe","Intimate partner or family member","Male",2017,0.09546635073669
"1967","Chile","Americas","Intimate partner or family member","Male",2017,0.427895306964962
"1968","Colombia","Americas","Intimate partner or family member","Male",2017,0.347650225840707
"1969","Cyprus","Asia","Intimate partner or family member","Male",2017,0
"1970","Czechia","Europe","Intimate partner or family member","Male",2017,0.193004438330064
"1971","Germany","Europe","Intimate partner or family member","Male",2017,0.257663545739463
"1972","Dominica","Americas","Intimate partner or family member","Male",2017,0
"1973","Dominican Republic","Americas","Intimate partner or family member","Male",2017,1.43645273035152
"1974","Algeria","Africa","Intimate partner or family member","Male",2017,0.238534675761962
"1975","Ecuador","Americas","Intimate partner or family member","Male",2017,0.490976804339756
"1976","Spain","Europe","Intimate partner or family member","Male",2017,0.131265470456102
"1977","Finland","Europe","Intimate partner or family member","Male",2017,0.184113440391617
"1978","France","Europe","Intimate partner or family member","Male",2017,0.199860194570347
"1979","United Kingdom (England and Wales)","Europe","Intimate partner or family member","Male",2017,0.134384273483988
"1980","United Kingdom (Northern Ireland)","Europe","Intimate partner or family member","Male",2017,0.325999078509271
"1981","United Kingdom (Scotland)","Europe","Intimate partner or family member","Male",2017,0.113623451880468
"1982","Greece","Europe","Intimate partner or family member","Male",2017,0.0762867573436493
"1983","Grenada","Americas","Intimate partner or family member","Male",2017,1.64794871583596
"1984","Guatemala","Americas","Intimate partner or family member","Male",2017,0.182672224286418
"1985","Guyana","Americas","Intimate partner or family member","Male",2017,2.14315182623325
"1986","Honduras","Americas","Intimate partner or family member","Male",2017,0.945376942338583
"1987","Croatia","Europe","Intimate partner or family member","Male",2017,0.393474810480398
"1988","Hungary","Europe","Intimate partner or family member","Male",2017,0.385127488966632
"1989","Iceland","Europe","Intimate partner or family member","Male",2017,0
"1990","Italy","Europe","Intimate partner or family member","Male",2017,0.164563877440367
"1991","Jamaica","Americas","Intimate partner or family member","Male",2017,1.147333382095
"1992","Jordan","Asia","Intimate partner or family member","Male",2017,0.263533132232455
"1993","Saint Kitts and Nevis","Americas","Intimate partner or family member","Male",2017,8.59457252744892
"1994","Saint Lucia","Americas","Intimate partner or family member","Male",2017,5.67978507693269
"1995","Lithuania","Europe","Intimate partner or family member","Male",2017,0.66619835389789
"1996","Latvia","Europe","Intimate partner or family member","Male",2017,1.89121403147314
"1997","Morocco","Africa","Intimate partner or family member","Male",2017,0.587200800919523
"1998","Republic of Moldova","Europe","Intimate partner or family member","Male",2017,0.727191954877078
"1999","Mexico","Americas","Intimate partner or family member","Male",2017,0.121410456204446
"2000","North Macedonia","Europe","Intimate partner or family member","Male",2017,0.474453974643282
"2001","Malta","Europe","Intimate partner or family member","Male",2017,0
"2002","Montenegro","Europe","Intimate partner or family member","Male",2017,0
"2003","Mongolia","Asia","Intimate partner or family member","Male",2017,0.324971175056772
"2004","Nicaragua","Americas","Intimate partner or family member","Male",2017,0.281807891560323
"2005","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Male",2017,0.128810582983818
"2006","New Zealand","Oceania","Intimate partner or family member","Male",2017,0.428533289108698
"2007","Oman","Asia","Intimate partner or family member","Male",2017,0.135093329226496
"2008","Panama","Americas","Intimate partner or family member","Male",2017,0.633865894455478
"2009","Philippines","Asia","Intimate partner or family member","Male",2017,0.216180045384506
"2010","Paraguay","Americas","Intimate partner or family member","Male",2017,0.219138285649886
"2011","Romania","Europe","Intimate partner or family member","Male",2017,0.398321473311465
"2012","Russian Federation","Europe","Intimate partner or family member","Male",2017,2.01604520159985
"2013","El Salvador","Americas","Intimate partner or family member","Male",2017,0.367931000227114
"2014","Suriname","Americas","Intimate partner or family member","Male",2017,2.38472007644731
"2015","Slovakia","Europe","Intimate partner or family member","Male",2017,0.3391031099523
"2016","Slovenia","Europe","Intimate partner or family member","Male",2017,0.286839790415726
"2017","Trinidad and Tobago","Americas","Intimate partner or family member","Male",2017,3.43385603489897
"2018","Uruguay","Americas","Intimate partner or family member","Male",2017,0.604355955988382
"2019","United States of America","Americas","Intimate partner or family member","Male",2017,0.507098096418052
"2020","Argentina","Americas","Intimate partner or family member","Male",2018,0.941467081330612
"2021","Antigua and Barbuda","Americas","Intimate partner or family member","Male",2018,2.28751815717537
"2022","Australia","Oceania","Intimate partner or family member","Male",2018,0.306695336761972
"2023","Austria","Europe","Intimate partner or family member","Male",2018,0.16100085491454
"2024","Azerbaijan","Asia","Intimate partner or family member","Male",2018,0.319463301653223
"2025","Bahamas","Americas","Intimate partner or family member","Male",2018,1.55717963624284
"2026","Bosnia and Herzegovina","Europe","Intimate partner or family member","Male",2018,0.179615228258026
"2027","Belarus","Europe","Intimate partner or family member","Male",2018,0.758872841704259
"2028","Belize","Americas","Intimate partner or family member","Male",2018,1.03972260200978
"2029","Bolivia (Plurinational State of)","Americas","Intimate partner or family member","Male",2018,0.205735882103739
"2030","Barbados","Americas","Intimate partner or family member","Male",2018,0.746622466616643
"2031","Bhutan","Asia","Intimate partner or family member","Male",2018,0.247139667275866
"2032","Canada","Americas","Intimate partner or family member","Male",2018,0.396939110084265
"2033","Switzerland","Europe","Intimate partner or family member","Male",2018,0.0710578019690117
"2034","Chile","Americas","Intimate partner or family member","Male",2018,0.387876698307349
"2035","Colombia","Americas","Intimate partner or family member","Male",2018,0.0164398954340451
"2036","Cyprus","Asia","Intimate partner or family member","Male",2018,0.327552039830328
"2037","Germany","Europe","Intimate partner or family member","Male",2018,0.259201468743115
"2038","Dominica","Americas","Intimate partner or family member","Male",2018,0
"2039","Dominican Republic","Americas","Intimate partner or family member","Male",2018,1.14454621880696
"2040","Algeria","Africa","Intimate partner or family member","Male",2018,0.196605254518843
"2041","Ecuador","Americas","Intimate partner or family member","Male",2018,0.799092700746482
"2042","Spain","Europe","Intimate partner or family member","Male",2018,0.0958889027685654
"2043","Finland","Europe","Intimate partner or family member","Male",2018,0.698220859752418
"2044","France","Europe","Intimate partner or family member","Male",2018,0.22840826877824
"2045","United Kingdom (England and Wales)","Europe","Intimate partner or family member","Male",2018,0.150606270676915
"2046","United Kingdom (Northern Ireland)","Europe","Intimate partner or family member","Male",2018,0.107968041459728
"2047","United Kingdom (Scotland)","Europe","Intimate partner or family member","Male",2018,0.151014572528713
"2048","Georgia","Asia","Intimate partner or family member","Male",2018,0.16890075447967
"2049","Greece","Europe","Intimate partner or family member","Male",2018,0.211031256031177
"2050","Grenada","Americas","Intimate partner or family member","Male",2018,1.63691572339398
"2051","Guatemala","Americas","Intimate partner or family member","Male",2018,0.251628033375942
"2052","Guyana","Americas","Intimate partner or family member","Male",2018,2.07232411149104
"2053","Honduras","Americas","Intimate partner or family member","Male",2018,0.626410560392949
"2054","Croatia","Europe","Intimate partner or family member","Male",2018,0.396013529802246
"2055","Hungary","Europe","Intimate partner or family member","Male",2018,0.12836921038815
"2056","Iceland","Europe","Intimate partner or family member","Male",2018,0.554555814656356
"2057","Italy","Europe","Intimate partner or family member","Male",2018,0.171561852439788
"2058","Jamaica","Americas","Intimate partner or family member","Male",2018,1.57591429891513
"2059","Saint Kitts and Nevis","Americas","Intimate partner or family member","Male",2018,0
"2060","Saint Lucia","Americas","Intimate partner or family member","Male",2018,1.13231047953349
"2061","Lithuania","Europe","Intimate partner or family member","Male",2018,0.521902768023166
"2062","Latvia","Europe","Intimate partner or family member","Male",2018,1.45793029971683
"2063","China, Macao Special Administrative Region","Asia","Intimate partner or family member","Male",2018,0.325728124506318
"2064","Morocco","Africa","Intimate partner or family member","Male",2018,0.409126393517669
"2065","Republic of Moldova","Europe","Intimate partner or family member","Male",2018,0.937084796133856
"2066","Mexico","Americas","Intimate partner or family member","Male",2018,0.123588691298585
"2067","Malta","Europe","Intimate partner or family member","Male",2018,0
"2068","Montenegro","Europe","Intimate partner or family member","Male",2018,1.62369556357661
"2069","Mongolia","Asia","Intimate partner or family member","Male",2018,0.12719943726969
"2070","Namibia","Africa","Intimate partner or family member","Male",2018,3.35668958109375
"2071","Nicaragua","Americas","Intimate partner or family member","Male",2018,0.246985083953317
"2072","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Male",2018,0.0932118363652231
"2073","New Zealand","Oceania","Intimate partner or family member","Male",2018,0.461490311640212
"2074","Oman","Asia","Intimate partner or family member","Male",2018,0.0673090643770815
"2075","Panama","Americas","Intimate partner or family member","Male",2018,0.911177898852539
"2076","Peru","Americas","Intimate partner or family member","Male",2018,0.469867638912609
"2077","Philippines","Asia","Intimate partner or family member","Male",2018,0.194291039260953
"2078","Paraguay","Americas","Intimate partner or family member","Male",2018,0.0926576245179487
"2079","State of Palestine","Asia","Intimate partner or family member","Male",2018,0.167104689834896
"2080","Romania","Europe","Intimate partner or family member","Male",2018,0.442407077923371
"2081","Russian Federation","Europe","Intimate partner or family member","Male",2018,2.04495557589076
"2082","El Salvador","Americas","Intimate partner or family member","Male",2018,0.634967528094807
"2083","Suriname","Americas","Intimate partner or family member","Male",2018,0
"2084","Slovakia","Europe","Intimate partner or family member","Male",2018,0.225673777271266
"2085","Slovenia","Europe","Intimate partner or family member","Male",2018,0.0950482702640536
"2086","Trinidad and Tobago","Americas","Intimate partner or family member","Male",2018,1.88297321470602
"2087","Uruguay","Americas","Intimate partner or family member","Male",2018,0.965123454369868
"2088","United States of America","Americas","Intimate partner or family member","Male",2018,0.503226239334399
"2089","Saint Vincent and the Grenadines","Americas","Intimate partner or family member","Male",2018,0
"2090","Albania","Europe","Intimate partner or family member","Male",2019,0.347539351880813
"2091","United Arab Emirates","Asia","Intimate partner or family member","Male",2019,0.0620750478016665
"2092","Argentina","Americas","Intimate partner or family member","Male",2019,0.794461519850027
"2093","Antigua and Barbuda","Americas","Intimate partner or family member","Male",2019,4.54948704533564
"2094","Australia","Oceania","Intimate partner or family member","Male",2019,0.174895791919799
"2095","Austria","Europe","Intimate partner or family member","Male",2019,0.228940454419329
"2096","Azerbaijan","Asia","Intimate partner or family member","Male",2019,0.178179151613828
"2097","Bahrain","Asia","Intimate partner or family member","Male",2019,0.107134114233892
"2098","Bahamas","Americas","Intimate partner or family member","Male",2019,1.54849499190911
"2099","Bosnia and Herzegovina","Europe","Intimate partner or family member","Male",2019,0.423599579789217
"2100","Belarus","Europe","Intimate partner or family member","Male",2019,0.761019336158356
"2101","Belize","Americas","Intimate partner or family member","Male",2019,0
"2102","Bolivia (Plurinational State of)","Americas","Intimate partner or family member","Male",2019,0.118315271662005
"2103","Barbados","Americas","Intimate partner or family member","Male",2019,0.745031570712809
"2104","Bhutan","Asia","Intimate partner or family member","Male",2019,0
"2105","Canada","Americas","Intimate partner or family member","Male",2019,0.370148996236389
"2106","Switzerland","Europe","Intimate partner or family member","Male",2019,0.235116203832582
"2107","Chile","Americas","Intimate partner or family member","Male",2019,0
"2108","Colombia","Americas","Intimate partner or family member","Male",2019,0.0322850107837989
"2109","Cyprus","Asia","Intimate partner or family member","Male",2019,0.162433382009203
"2110","Czechia","Europe","Intimate partner or family member","Male",2019,0.19270525807859
"2111","Germany","Europe","Intimate partner or family member","Male",2019,0.231574133705542
"2112","Dominica","Americas","Intimate partner or family member","Male",2019,16.8194432764276
"2113","Dominican Republic","Americas","Intimate partner or family member","Male",2019,1.9369890163586
"2114","Algeria","Africa","Intimate partner or family member","Male",2019,0.156272241504225
"2115","Ecuador","Americas","Intimate partner or family member","Male",2019,0.495804856742952
"2116","Spain","Europe","Intimate partner or family member","Male",2019,0.125525160479589
"2117","Finland","Europe","Intimate partner or family member","Male",2019,0.403557321098454
"2118","France","Europe","Intimate partner or family member","Male",2019,0.205515179672288
"2119","Micronesia (Federated States of)","Oceania","Intimate partner or family member","Male",2019,0
"2120","United Kingdom (England and Wales)","Europe","Intimate partner or family member","Male",2019,0.149748954386434
"2121","United Kingdom (Northern Ireland)","Europe","Intimate partner or family member","Male",2019,0.214427312893407
"2122","United Kingdom (Scotland)","Europe","Intimate partner or family member","Male",2019,0.112654773577048
"2123","Greece","Europe","Intimate partner or family member","Male",2019,0.135078782770354
"2124","Grenada","Americas","Intimate partner or family member","Male",2019,3.25293170469886
"2125","Guatemala","Americas","Intimate partner or family member","Male",2019,0.354083198929252
"2126","Guyana","Americas","Intimate partner or family member","Male",2019,1.78198212417361
