IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,4.61,,,2.01,,7.52,4.6 [2.0 - 7.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,MKD,North Macedonia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.62,,,2.51,,6.68,4.6 [2.5 - 6.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,SVK,Slovakia,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.61,,,3.21,,6.15,4.6 [3.2 - 6.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BEL,Belgium,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.65,,,3.24,,6.13,4.7 [3.2 - 6.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,HUN,Hungary,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.68,,,3.15,,6.32,4.7 [3.2 - 6.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.66,,,3.21,,6.26,4.7 [3.2 - 6.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,SYC,Seychelles,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.72,,,3.18,,6.29,4.7 [3.2 - 6.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,AUS,Australia,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.74,,,3.32,,6.27,4.7 [3.3 - 6.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,SVN,Slovenia,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.69,,,3.37,,6.19,4.7 [3.4 - 6.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,KEN,Kenya,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,4.78,,,2.21,,7.56,4.8 [2.2 - 7.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,4.82,,,2.32,,7.54,4.8 [2.3 - 7.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,4.83,,,2.31,,7.54,4.8 [2.3 - 7.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ISR,Israel,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,4.78,,,2.4,,7.43,4.8 [2.4 - 7.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.85,,,3.24,,6.49,4.8 [3.2 - 6.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,PRT,Portugal,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.81,,,3.44,,6.29,4.8 [3.4 - 6.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,CHE,Switzerland,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.77,,,3.38,,6.38,4.8 [3.4 - 6.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,SEAR,South-East Asia,Country,IND,India,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.92,,,2.65,,7.38,4.9 [2.6 - 7.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,COL,Colombia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.92,,,2.85,,7.01,4.9 [2.8 - 7.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,UGA,Uganda,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.88,,,3.16,,6.66,4.9 [3.2 - 6.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BLR,Belarus,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.89,,,3.54,,6.34,4.9 [3.5 - 6.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ESP,Spain,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.92,,,3.55,,6.38,4.9 [3.5 - 6.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.94,,,3.51,,6.43,4.9 [3.5 - 6.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BGR,Bulgaria,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,4.91,,,3.6,,6.43,4.9 [3.6 - 6.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,4.95,,,2.62,,7.65,5.0 [2.6 - 7.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ARM,Armenia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.98,,,2.9,,7.24,5.0 [2.9 - 7.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.95,,,3.04,,7.06,5.0 [3.0 - 7.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.01,,,3,,7.21,5.0 [3.0 - 7.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,AND,Andorra,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5,,,3.54,,6.45,5.0 [3.5 - 6.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,ECU,Ecuador,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.05,,,2.61,,7.72,5.1 [2.6 - 7.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,HND,Honduras,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.1,,,2.6,,7.89,5.1 [2.6 - 7.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.12,,,2.61,,7.87,5.1 [2.6 - 7.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ALB,Albania,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.11,,,3.05,,7.26,5.1 [3.1 - 7.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,EST,Estonia,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.11,,,3.37,,7.09,5.1 [3.4 - 7.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.09,,,3.49,,6.85,5.1 [3.5 - 6.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,FRA,France,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.14,,,3.67,,6.79,5.1 [3.7 - 6.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,POL,Poland,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.15,,,3.61,,6.82,5.2 [3.6 - 6.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,GUY,Guyana,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.35,,,3.36,,7.42,5.3 [3.4 - 7.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,LUX,Luxembourg,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.44,,,3.64,,7.73,5.4 [3.6 - 7.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,LTU,Lithuania,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.39,,,3.95,,7.06,5.4 [3.9 - 7.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,MWI,Malawi,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.52,,,2.29,,8.9,5.5 [2.3 - 8.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,URY,Uruguay,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.45,,,3.41,,7.6,5.5 [3.4 - 7.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,AUT,Austria,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.46,,,3.98,,7.05,5.5 [4.0 - 7.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,DEU,Germany,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.49,,,4.06,,7.12,5.5 [4.1 - 7.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,SLV,El Salvador,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.56,,,2.69,,8.52,5.6 [2.7 - 8.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,HTI,Haiti,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.57,,,2.98,,8.55,5.6 [3.0 - 8.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,CRI,Costa Rica,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.62,,,2.96,,8.61,5.6 [3.0 - 8.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,PRY,Paraguay,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.6,,,3.51,,7.83,5.6 [3.5 - 7.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,IRL,Ireland,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.58,,,3.93,,7.53,5.6 [3.9 - 7.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,ETH,Ethiopia,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.71,,,2.41,,9.27,5.7 [2.4 - 9.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,FJI,Fiji,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.74,,,2.52,,9.09,5.7 [2.5 - 9.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BLZ,Belize,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.71,,,3.11,,8.44,5.7 [3.1 - 8.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,MEX,Mexico,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.72,,,3.28,,8.16,5.7 [3.3 - 8.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,CHN,China,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.73,,,3.61,,8.07,5.7 [3.6 - 8.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,JAM,Jamaica,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.83,,,2.59,,9,5.8 [2.6 - 9.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,CZE,Czechia,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.84,,,4.32,,7.55,5.8 [4.3 - 7.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,LBR,Liberia,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,5.94,,,2.92,,9.01,5.9 [2.9 - 9.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,NAM,Namibia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.93,,,3.74,,8.34,5.9 [3.7 - 8.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,GEO,Georgia,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.86,,,3.99,,7.84,5.9 [4.0 - 7.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,CUB,Cuba,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.01,,,3.59,,8.56,6.0 [3.6 - 8.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,LVA,Latvia,Year,2018,false,Sex,Female,SEX_FMLE,,,,,,,,,,5.99,,,4.24,,7.79,6.0 [4.2 - 7.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,DMA,Dominica,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.1,,,3.66,,8.69,6.1 [3.7 - 8.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.06,,,3.89,,8.4,6.1 [3.9 - 8.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,AGO,Angola,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.17,,,3.88,,8.49,6.2 [3.9 - 8.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,PHL,Philippines,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.18,,,3.92,,8.61,6.2 [3.9 - 8.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,TCD,Chad,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,6.3,,,2.05,,10.63,6.3 [2.1 - 10.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.34,,,2.7,,10.17,6.3 [2.7 - 10.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,6.3,,,3.18,,9.53,6.3 [3.2 - 9.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,ZMB,Zambia,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,6.34,,,3.55,,9.48,6.3 [3.6 - 9.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,CPV,Cabo Verde,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.27,,,3.95,,8.81,6.3 [4.0 - 8.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,COG,Congo,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.4,,,4.08,,8.7,6.4 [4.1 - 8.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.38,,,4.09,,8.83,6.4 [4.1 - 8.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,6.52,,,3.21,,10.19,6.5 [3.2 - 10.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,PAN,Panama,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.6,,,4.3,,8.93,6.6 [4.3 - 8.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,SUR,Suriname,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.63,,,4.29,,9.02,6.6 [4.3 - 9.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,JPN,Japan,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.68,,,4.45,,8.99,6.7 [4.4 - 9.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,CHL,Chile,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.75,,,4.48,,9.1,6.7 [4.5 - 9.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,BDI,Burundi,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,6.81,,,3.7,,10.22,6.8 [3.7 - 10.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,NIC,Nicaragua,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,6.84,,,4.01,,9.99,6.8 [4.0 - 10.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,DOM,Dominican Republic,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.76,,,4.16,,9.36,6.8 [4.2 - 9.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,NOR,Norway,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.8,,,4.49,,9.3,6.8 [4.5 - 9.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.94,,,4.62,,9.44,6.9 [4.6 - 9.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,NGA,Nigeria,Year,2018,false,Sex,Male,SEX_MLE,,,,,,,,,,7.02,,,3.71,,10.62,7.0 [3.7 - 10.6],,,EN,2024-06-21T04:00:00.000Z
